country_name,country_code,year,trans_rank,net_migration,life_expectancy
Nepal,NPL,2009,NA,-1023896,67.51839024
Netherlands,NLD,2009,NA,55674,80.54878049
New Caledonia,NCL,2009,NA,4234,76.96585366
New Zealand,NZL,2009,NA,62413,80.70243902
Nicaragua,NIC,2009,NA,-155000,73.25478049
Niger,NER,2009,NA,-28497,57.28502439
Nigeria,NGA,2009,NA,-300000,50.86856098
North America,NAC,2009,NA,6300158,78.65921735
Norway,NOR,2009,NA,174001,80.79512195
OECD members,OED,2009,NA,15860032,79.21823087
Oman,OMN,2009,NA,185500,75.76209756
Other small states,OSS,2009,NA,-236762,60.35977356
Pacific island small states,PSS,2009,NA,-75792,68.93634701
Pakistan,PAK,2009,NA,-1296372,64.87609756
Panama,PAN,2009,NA,22244,76.67695122
Papua New Guinea,PNG,2009,NA,0,61.80804878
Paraguay,PRY,2009,NA,-117299,72.10231707
Peru,PER,2009,NA,-489999,73.43614634
Philippines,PHL,2009,NA,-1829034,67.68104878
Poland,POL,2009,NA,5235,75.69512195
Portugal,PRT,2009,NA,127025,78.72682927
Puerto Rico,PRI,2009,NA,-138043,78.15326829
Qatar,QAT,2009,NA,854839,77.62980488
Romania,ROU,2009,NA,-874406,73.3097561
Russian Federation,RUS,2009,NA,2157349,68.60487805
Rwanda,RWA,2009,NA,-75001,60.46597561
Samoa,WSM,2009,NA,-15371,72.13068293
Sao Tome and Principe,STP,2009,NA,-5599,65.67260976
Saudi Arabia,SAU,2009,NA,815000,73.56426829
Senegal,SEN,2009,NA,-166051,63.28678049
Serbia,SRB,2009,NA,-38215,73.98536585
Seychelles,SYC,2009,NA,-1111,73.03414634
Sierra Leone,SLE,2009,NA,60000,47.35021951
Singapore,SGP,2009,NA,449245,81.24146341
Slovak Republic,SVK,2009,NA,9597,74.9097561
Slovenia,SVN,2009,NA,49624,78.97073171
Small states,SST,2009,NA,-440163,63.80297194
Solomon Islands,SLB,2009,NA,-11896,66.82468293
Somalia,SOM,2009,NA,-350000,53.68934146
South Africa,ZAF,2009,NA,1402640,53.46709756
South Asia,SAS,2009,NA,-9901386,66.31307103
South Sudan,SSD,2009,NA,785000,53.12265854
Spain,ESP,2009,NA,2250005,81.47560976
Sri Lanka,LKA,2009,NA,-520065,74.28029268
St. Lucia,LCA,2009,NA,2850,74.26604878
St. Vincent and the Grenadines,VCT,2009,NA,-5122,72.15007317
Sub-Saharan Africa (all income levels),SSF,2009,NA,-496807,55.65196615
Sub-Saharan Africa (developing only),SSA,2009,NA,-515696,55.65032524
Sudan,SDN,2009,NA,-500000,61.60239024
Suriname,SUR,2009,NA,-5675,70.09290244
Swaziland,SWZ,2009,NA,-6000,47.8927561
Sweden,SWE,2009,NA,262453,81.35121951
Switzerland,CHE,2009,NA,344872,82.04390244
Syrian Arab Republic,SYR,2009,NA,370000,73.12041463
Tajikistan,TJK,2009,NA,-65435,68.17053659
Tanzania,TZA,2009,NA,-265317,60.5095122
Thailand,THA,2009,NA,-858537,73.46173171
Timor-Leste,TLS,2009,NA,-104946,66.94668293
Togo,TGO,2009,NA,-9994,56.63060976
Tonga,TON,2009,NA,-8196,72.0317561
Trinidad and Tobago,TTO,2009,NA,-11303,69.61058537
Tunisia,TUN,2009,NA,-32941,74.45121951
Turkey,TUR,2009,NA,-50000,73.80321951
Turkmenistan,TKM,2009,NA,-57048,64.88353659
Uganda,UGA,2009,NA,-135000,55.18209756
Ukraine,UKR,2009,NA,235195,69.19
United Arab Emirates,ARE,2009,NA,3493000,76.49478049
United Kingdom,GBR,2009,NA,1523939,80.05121951
United States,USA,2009,NA,5070253,78.3902439
Upper middle income,UMC,2009,NA,-4878453,73.56871619
Uruguay,URY,2009,NA,-50000,76.24858537
Uzbekistan,UZB,2009,NA,-290000,67.74456098
Vanuatu,VUT,2009,NA,1135,70.55582927
Venezuela  RB,VEN,2009,NA,-28395,73.568
Vietnam,VNM,2009,NA,-877681,74.82260976
Virgin Islands (U.S.),VIR,2009,NA,-6191,79.07317073
West Bank and Gaza,PSE,2009,NA,-90000,72.05109756
World,WLD,2009,NA,0,70.22039745
Yemen  Rep.,YEM,2009,NA,0,62.48534146
Zambia,ZMB,2009,NA,-124044,55.21417073
Zimbabwe,ZWE,2009,NA,-307650,47.62465854
Afghanistan,AFG,2010,NA,473007,58.97082927
Albania,ALB,2010,NA,-91750,77.03695122
Algeria,DZA,2010,NA,-143268,73.80404878
Angola,AGO,2010,NA,102322,50.65417073
Antigua and Barbuda,ATG,2010,NA,-56,75.30878049
Arab World,ARB,2010,NA,-1168750,69.80817668
Argentina,ARG,2010,NA,30000,75.48497561
Armenia,ARM,2010,NA,-9876,74.22634146
Aruba,ABW,2010,NA,1253,74.95353659
Australia,AUS,2010,NA,1023107,81.69512195
Austria,AUT,2010,NA,147089,80.5804878
Azerbaijan,AZE,2010,NA,-16125,70.45131707
Bahamas  The,BHS,2010,NA,9672,74.59239024
Bahrain,BHR,2010,NA,29915,76.12756098
Bangladesh,BGD,2010,NA,-2226481,70.08029268
Barbados,BRB,2010,NA,2180,74.84529268
Belarus,BLR,2010,NA,120535,70.40487805
Belgium,BEL,2010,NA,269998,80.18292683
Belize,BLZ,2010,NA,7594,69.78204878
Benin,BEN,2010,NA,-10000,58.72970732
Bhutan,BTN,2010,NA,10000,67.89241463
Bolivia,BOL,2010,NA,-61794,66.4077561
Bosnia and Herzegovina,BIH,2010,NA,-2506,75.80768293
Botswana,BWA,2010,NA,20000,63.40229268
Brazil,BRA,2010,NA,15924,73.26414634
Brunei Darussalam,BRN,2010,NA,2102,77.59826829
Bulgaria,BGR,2010,NA,-50000,73.51219512
Burkina Faso,BFA,2010,NA,-125000,57.05139024
Burundi,BDI,2010,NA,40000,54.82919512
Cabo Verde,CPV,2010,NA,-11052,72.59790244
Cambodia,KHM,2010,NA,-149999,66.38565854
Cameroon,CMR,2010,NA,-60000,53.69482927
Canada,CAN,2010,NA,1175863,81.41292683
Caribbean small states,CSS,2010,NA,-124122,72.18459591
Central African Republic,CAF,2010,NA,10000,47.62531707
Central Europe and the Baltics,CEB,2010,NA,-770310,75.29534873
Chad,TCD,2010,NA,100000,49.86207317
Channel Islands,CHI,2010,NA,3654,80.01036585
Chile,CHL,2010,NA,201289,80.27580488
China,CHN,2010,NA,-1800000,75.00741463
Colombia,COL,2010,NA,-144998,73.27785366
Comoros,COM,2010,NA,-10000,61.8305122
Congo  Dem. Rep.,COD,2010,NA,-95920,56.89614634
Congo  Rep.,COG,2010,NA,-60000,59.14312195
Costa Rica,CRI,2010,NA,19658,78.73604878
Cote d'Ivoire,CIV,2010,NA,50000,50.15146341
Croatia,HRV,2010,NA,-20000,76.47560976
Cuba,CUB,2010,NA,-79999,78.93563415
Curacao,CUW,2010,NA,5710,
Cyprus,CYP,2010,NA,35000,79.38195122
Czech Republic,CZE,2010,NA,29999,77.42439024
Denmark,DNK,2010,NA,96839,79.1
Djibouti,DJI,2010,NA,-15996,60.36068293
Dominican Republic,DOM,2010,NA,-153010,72.74980488
East Asia & Pacific (all income levels),EAS,2010,NA,-1457489,74.19414636
East Asia & Pacific (developing only),EAP,2010,NA,-3728059,73.25832584
Ecuador,ECU,2010,NA,-38001,75.02980488
Egypt  Arab Rep.,EGY,2010,NA,-215681,70.34029268
El Salvador,SLV,2010,NA,-240415,71.67060976
Equatorial Guinea,GNQ,2010,NA,20000,55.971
Eritrea,ERI,2010,NA,-160001,61.46614634
Estonia,EST,2010,NA,-11850,75.42926829
Ethiopia,ETH,2010,NA,-60001,61.29612195
Euro area,EMU,2010,NA,1575613,80.74665821
Europe & Central Asia (all income levels),ECS,2010,NA,5547385,75.84470244
Europe & Central Asia (developing only),ECA,2010,NA,1003278,71.55101846
European Union,EUU,2010,NA,2324066,79.72474907
Fiji,FJI,2010,NA,-28720,69.38436585
Finland,FIN,2010,NA,107409,79.87073171
Fragile and conflict affected situations,FCS,2010,NA,-4055505,60.49767686
France,FRA,2010,NA,331555,81.66341463
French Polynesia,PYF,2010,NA,-500,75.69539024
Gabon,GAB,2010,NA,5000,62.12082927
Gambia  The,GMB,2010,NA,-13476,59.34060976
Georgia,GEO,2010,NA,-296323,74.00243902
Germany,DEU,2010,NA,1249998,79.98780488
Ghana,GHA,2010,NA,-49999,60.60997561
Greece,GRC,2010,NA,-136299,80.38780488
Grenada,GRD,2010,NA,-4274,72.5675122
Guam,GUM,2010,NA,0,78.10087805
Guatemala,GTM,2010,NA,-120001,70.77546341
Guinea,GIN,2010,NA,-10000,56.30504878
Guinea-Bissau,GNB,2010,NA,-10000,53.81436585
Guyana,GUY,2010,NA,-27278,66.04270732
Haiti,HTI,2010,NA,-150000,61.24012195
Heavily indebted poor countries (HIPC),HPC,2010,NA,-2672487,58.64852064
High income,HIC,2010,NA,16458326,78.43489816
High income: nonOECD,NOC,2010,NA,4722878,72.74431178
High income: OECD,OEC,2010,NA,11735448,80.15258994
Honduras,HND,2010,NA,-80000,72.39397561
Hong Kong SAR  China,HKG,2010,NA,150000,82.97804878
Hungary,HUN,2010,NA,29999,74.20731707
Iceland,ISL,2010,NA,-378,81.89756098
India,IND,2010,NA,-2598218,66.50614634
Indonesia,IDN,2010,NA,-700000,68.14719512
Iran  Islamic Rep.,IRN,2010,NA,-300001,73.98317073
Iraq,IRQ,2010,NA,548666,68.49012195
Ireland,IRL,2010,NA,-140001,80.74390244
Israel,ISR,2010,NA,19497,81.60243902
Italy,ITA,2010,NA,528269,82.03658537
Jamaica,JAM,2010,NA,-97000,74.8474878
Japan,JPN,2010,NA,350000,82.84268293
Jordan,JOR,2010,NA,229617,73.43582927
Kazakhstan,KAZ,2010,NA,159807,68.29536585
Kenya,KEN,2010,NA,-50000,58.71860976
Kiribati,KIR,2010,NA,-2130,65.30278049
Korea  Dem. PeopleÕs Rep.,PRK,2010,NA,0,68.90002439
Korea  Rep.,KOR,2010,NA,300000,80.55121951
Kuwait,KWT,2010,NA,517500,74.11663415
Kyrgyz Republic,KGZ,2010,NA,-113963,69.3
Lao PDR,LAO,2010,NA,-117700,64.33363415
Latin America & Caribbean (all income levels),LCN,2010,NA,-2081948,74.03896569
Latin America & Caribbean (developing only),LAC,2010,NA,-2120734,73.69014957
Latvia,LVA,2010,NA,-73442,73.48292683
Least developed countries: UN classification,LDC,2010,NA,-4741314,61.34570629
Lebanon,LBN,2010,NA,1250000,78.46536585
Lesotho,LSO,2010,NA,-19998,47.48341463
Liberia,LBR,2010,NA,-20000,59.44129268
Libya,LBY,2010,NA,-501692,71.73739024
Lithuania,LTU,2010,NA,-169529,73.26829268
Low & middle income,LMY,2010,NA,-16449428,68.52850244
Low income,LIC,2010,NA,-1165621,59.03193145
Lower middle income,LMC,2010,NA,-16002393,66.04319968
Luxembourg,LUX,2010,NA,48704,80.63170732
Macao SAR  China,MAC,2010,NA,35000,79.69039024
Macedonia  FYR,MKD,2010,NA,-4999,74.72263415
Madagascar,MDG,2010,NA,-5000,63.36173171
Malawi,MWI,2010,NA,-30000,56.8362439
Malaysia,MYS,2010,NA,450000,74.15778049
Maldives,MDV,2010,NA,-53,76.2004878
Mali,MLI,2010,NA,-302449,56.17980488
Malta,MLT,2010,NA,6252,81.39756098
Mauritania,MRT,2010,NA,-20000,62.00617073
Mauritius,MUS,2010,NA,0,72.96731707
Mexico,MEX,2010,NA,-523585,76.02678049
Micronesia  Fed. Sts.,FSM,2010,NA,-8192,68.61226829
Middle East & North Africa (all income levels),MEA,2010,NA,-213002,72.06828143
Middle East & North Africa (developing only),MNA,2010,NA,-3615666,71.48272342
Middle income,MIC,2010,NA,-15283807,69.58959974
Moldova,MDA,2010,NA,-9529,69.70926829
Mongolia,MNG,2010,NA,-15001,67.60382927
Montenegro,MNE,2010,NA,-2412,75.04529268
Morocco,MAR,2010,NA,-310624,72.57692683
Mozambique,MOZ,2010,NA,-25000,53.22690244
Myanmar,MMR,2010,NA,-474278,64.9174878
Namibia,NAM,2010,NA,-1371,62.48029268
Nepal,NPL,2010,NA,-372369,67.9714878
Netherlands,NLD,2010,NA,110006,80.70243902
New Caledonia,NCL,2010,NA,5660,77.47317073
New Zealand,NZL,2010,NA,7265,80.70243902
Nicaragua,NIC,2010,NA,-135000,73.58173171
Niger,NER,2010,NA,-28497,58.259
Nigeria,NGA,2010,NA,-300000,51.3295122
North America,NAC,2010,NA,6183750,78.82593804
Norway,NOR,2010,NA,235665,80.99756098
OECD members,OED,2010,NA,13211866,79.40530845
Oman,OMN,2010,NA,1211000,76.05280488
Other small states,OSS,2010,NA,-92512,60.8965588
Pacific island small states,PSS,2010,NA,-71075,69.14002509
Pakistan,PAK,2010,NA,-1081918,65.16256098
Panama,PAN,2010,NA,28105,76.86363415
Papua New Guinea,PNG,2010,NA,0,61.99482927
Paraguay,PRY,2010,NA,-86700,72.30129268
Peru,PER,2010,NA,-240000,73.63980488
Philippines,PHL,2010,NA,-700000,67.78331707
Poland,POL,2010,NA,-73809,76.24634146
Portugal,PRT,2010,NA,-140000,79.02682927
Puerto Rico,PRI,2010,NA,-103537,78.41163415
Qatar,QAT,2010,NA,363500,77.8255122
Romania,ROU,2010,NA,-437201,73.45853659
Russian Federation,RUS,2010,NA,1117884,68.85609756
Rwanda,RWA,2010,NA,-75001,61.40178049
Samoa,WSM,2010,NA,-12690,72.417
Sao Tome and Principe,STP,2010,NA,-5599,65.85468293
Saudi Arabia,SAU,2010,NA,850000,73.70160976
Senegal,SEN,2010,NA,-99996,64.01443902
Serbia,SRB,2010,NA,-99999,74.33658537
Seychelles,SYC,2010,NA,-1551,73.19756098
Sierra Leone,SLE,2010,NA,-21000,48.22895122
Singapore,SGP,2010,NA,397936,81.54146341
Slovak Republic,SVK,2010,NA,1199,75.11219512
Slovenia,SVN,2010,NA,4324,79.42195122
Small states,SST,2010,NA,-287709,64.21060844
Solomon Islands,SLB,2010,NA,-11868,67.06565854
Somalia,SOM,2010,NA,-400000,54.02365854
South Africa,ZAF,2010,NA,600000,54.3907561
South Asia,SAS,2010,NA,-6280804,66.6954657
South Sudan,SSD,2010,NA,865000,53.66490244
Spain,ESP,2010,NA,-593069,81.62682927
Sri Lanka,LKA,2010,NA,-484772,74.3392439
St. Lucia,LCA,2010,NA,40,74.47109756
St. Vincent and the Grenadines,VCT,2010,NA,-5000,72.34639024
Sub-Saharan Africa (all income levels),SSF,2010,NA,-1688994,56.33649504
Sub-Saharan Africa (developing only),SSA,2010,NA,-1707443,56.33506628
Sudan,SDN,2010,NA,-800000,62.04258537
Suriname,SUR,2010,NA,-5000,70.36273171
Swaziland,SWZ,2010,NA,-6000,48.3457561
Sweden,SWE,2010,NA,272626,81.45121951
Switzerland,CHE,2010,NA,382267,82.24634146
Syrian Arab Republic,SYR,2010,NA,-4029996,72.30743902
Tajikistan,TJK,2010,NA,-117382,68.56339024
Tanzania,TZA,2010,NA,-199999,61.62560976
Thailand,THA,2010,NA,100000,73.69436585
Timor-Leste,TLS,2010,NA,-50004,67.30839024
Togo,TGO,2010,NA,-9994,57.28156098
Tonga,TON,2010,NA,-8078,72.18260976
Trinidad and Tobago,TTO,2010,NA,-5000,69.79756098
Tunisia,TUN,2010,NA,-32941,74.60243902
Turkey,TUR,2010,NA,2000003,74.09092683
Turkmenistan,TKM,2010,NA,-25001,65.0212439
Uganda,UGA,2010,NA,-150000,55.83665854
Ukraine,UKR,2010,NA,195000,70.26536585
United Arab Emirates,ARE,2010,NA,405000,76.6752439
United Kingdom,GBR,2010,NA,900000,80.40243902
United States,USA,2010,NA,5007887,78.54146341
Upper middle income,UMC,2010,NA,718586,73.79015381
Uruguay,URY,2010,NA,-30000,76.39460976
Uzbekistan,UZB,2010,NA,-195001,67.86129268
Vanuatu,VUT,2010,NA,603,70.84995122
Venezuela  RB,VEN,2010,NA,-69121,73.67160976
Vietnam,VNM,2010,NA,-200002,74.99036585
Virgin Islands (U.S.),VIR,2010,NA,-3604,79.17317073
West Bank and Gaza,PSE,2010,NA,-43750,72.21492683
World,WLD,2010,NA,0,70.48551572
Yemen  Rep.,YEM,2010,NA,-50000,62.76873171
Zambia,ZMB,2010,NA,-34490,56.38385366
Zimbabwe,ZWE,2010,NA,-219922,49.57465854
Afghanistan,AFG,2011,NA,473007,59.32795122
Albania,ALB,2011,NA,-91750,77.24058537
Algeria,DZA,2011,NA,-143268,74.07
Angola,AGO,2011,NA,102322,51.05931707
Antigua and Barbuda,ATG,2011,NA,-56,75.46602439
Arab World,ARB,2011,NA,-1168750,69.98489761
Argentina,ARG,2011,NA,30000,75.64904878
Armenia,ARM,2011,NA,-9876,74.34282927
Aruba,ABW,2011,NA,1253,75.08139024
Australia,AUS,2011,NA,1023107,81.89512195
Austria,AUT,2011,NA,147089,80.98292683
Azerbaijan,AZE,2011,NA,-16125,70.55180488
Bahamas  The,BHS,2011,NA,9672,74.75441463
Bahrain,BHR,2011,NA,29915,76.26785366
Bangladesh,BGD,2011,NA,-2226481,70.47195122
Barbados,BRB,2011,NA,2180,75.00814634
Belarus,BLR,2011,NA,120535,70.55365854
Belgium,BEL,2011,NA,269998,80.58536585
Belize,BLZ,2011,NA,7594,69.84368293
Benin,BEN,2011,NA,-10000,58.93290244
Bhutan,BTN,2011,NA,10000,68.32319512
Bolivia,BOL,2011,NA,-61794,66.94256098
Bosnia and Herzegovina,BIH,2011,NA,-2506,75.96292683
Botswana,BWA,2011,NA,20000,63.95160976
Brazil,BRA,2011,NA,15924,73.55234146
Brunei Darussalam,BRN,2011,NA,2102,77.93231707
Bulgaria,BGR,2011,NA,-50000,74.16341463
Burkina Faso,BFA,2011,NA,-125000,57.49204878
Burundi,BDI,2011,NA,40000,55.31202439
Cabo Verde,CPV,2011,NA,-11052,72.70956098
Cambodia,KHM,2011,NA,-149999,66.87287805
Cameroon,CMR,2011,NA,-60000,54.13736585
Canada,CAN,2011,NA,1175863,81.34929268
Caribbean small states,CSS,2011,NA,-124122,72.37330938
Central African Republic,CAF,2011,NA,10000,48.35043902
Central Europe and the Baltics,CEB,2011,NA,-770310,75.88847488
Chad,TCD,2011,NA,100000,50.33195122
Channel Islands,CHI,2011,NA,3654,80.1695122
Chile,CHL,2011,NA,201289,80.58697561
China,CHN,2011,NA,-1800000,75.20217073
Colombia,COL,2011,NA,-144998,73.45480488
Comoros,COM,2011,NA,-10000,62.2127561
Congo  Dem. Rep.,COD,2011,NA,-95920,57.39863415
Congo  Rep.,COG,2011,NA,-60000,60.08517073
Costa Rica,CRI,2011,NA,19658,78.89017073
Cote d'Ivoire,CIV,2011,NA,50000,50.51721951
Croatia,HRV,2011,NA,-20000,76.77560976
Cuba,CUB,2011,NA,-79999,79.0395122
Curacao,CUW,2011,NA,5710,77.47317073
Cyprus,CYP,2011,NA,35000,79.5715122
Czech Republic,CZE,2011,NA,29999,77.87317073
Denmark,DNK,2011,NA,96839,79.8
Djibouti,DJI,2011,NA,-15996,60.85056098
Dominican Republic,DOM,2011,NA,-153010,72.94529268
East Asia & Pacific (all income levels),EAS,2011,NA,-1457489,74.35283056
East Asia & Pacific (developing only),EAP,2011,NA,-3728059,73.44222634
Ecuador,ECU,2011,NA,-38001,75.22643902
Egypt  Arab Rep.,EGY,2011,NA,-215681,70.53331707
El Salvador,SLV,2011,NA,-240415,71.95617073
Equatorial Guinea,GNQ,2011,NA,20000,56.44682927
Eritrea,ERI,2011,NA,-160001,62.06936585
Estonia,EST,2011,NA,-11850,76.22926829
Ethiopia,ETH,2011,NA,-60001,62.08302439
Euro area,EMU,2011,NA,1575613,81.30310224
Europe & Central Asia (all income levels),ECS,2011,NA,5547385,76.37443158
Europe & Central Asia (developing only),ECA,2011,NA,1003278,71.9184224
European Union,EUU,2011,NA,2324066,80.28969817
Fiji,FJI,2011,NA,-28720,69.565
Finland,FIN,2011,NA,107409,80.47073171
Fragile and conflict affected situations,FCS,2011,NA,-4055505,60.85170337
France,FRA,2011,NA,331555,82.11463415
French Polynesia,PYF,2011,NA,-500,75.91702439
Gabon,GAB,2011,NA,5000,62.70509756
Gambia  The,GMB,2011,NA,-13476,59.56058537
Georgia,GEO,2011,NA,-296323,74.18204878
Germany,DEU,2011,NA,1249998,80.74146341
Ghana,GHA,2011,NA,-49999,60.808
Greece,GRC,2011,NA,-136299,80.73170732
Grenada,GRD,2011,NA,-4274,72.79341463
Guam,GUM,2011,NA,0,78.35958537
Guatemala,GTM,2011,NA,-120001,71.01041463
Guinea,GIN,2011,NA,-10000,57.00053659
Guinea-Bissau,GNB,2011,NA,-10000,54.15941463
Guyana,GUY,2011,NA,-27278,66.12914634
Haiti,HTI,2011,NA,-150000,61.64519512
Heavily indebted poor countries (HIPC),HPC,2011,NA,-2672487,59.24608088
High income,HIC,2011,NA,16458326,78.74586783
High income: nonOECD,NOC,2011,NA,4722878,73.20601195
High income: OECD,OEC,2011,NA,11735448,80.42495653
Honduras,HND,2011,NA,-80000,72.57273171
Hong Kong SAR  China,HKG,2011,NA,150000,83.42195122
Hungary,HUN,2011,NA,29999,74.85853659
Iceland,ISL,2011,NA,-378,82.35853659
India,IND,2011,NA,-2598218,66.90417073
Indonesia,IDN,2011,NA,-700000,68.33439024
Iran  Islamic Rep.,IRN,2011,NA,-300001,74.41258537
Iraq,IRQ,2011,NA,548666,68.70970732
Ireland,IRL,2011,NA,-140001,80.74634146
Israel,ISR,2011,NA,19497,81.65609756
Italy,ITA,2011,NA,528269,82.18780488
Jamaica,JAM,2011,NA,-97000,75.0862439
Japan,JPN,2011,NA,350000,82.59121951
Jordan,JOR,2011,NA,229617,73.59185366
Kazakhstan,KAZ,2011,NA,159807,68.98
Kenya,KEN,2011,NA,-50000,59.53421951
Kiribati,KIR,2011,NA,-2130,65.44063415
Korea  Dem. PeopleÕs Rep.,PRK,2011,NA,0,69.18790244
Korea  Rep.,KOR,2011,NA,300000,80.96707317
Kuwait,KWT,2011,NA,517500,74.2335122
Kyrgyz Republic,KGZ,2011,NA,-113963,69.60243902
Lao PDR,LAO,2011,NA,-117700,64.79812195
Latin America & Caribbean (all income levels),LCN,2011,NA,-2081948,74.263394
Latin America & Caribbean (developing only),LAC,2011,NA,-2120734,73.92335329
Latvia,LVA,2011,NA,-73442,73.57560976
Least developed countries: UN classification,LDC,2011,NA,-4741314,61.85455221
Lebanon,LBN,2011,NA,1250000,78.68985366
Lesotho,LSO,2011,NA,-19998,48.2197561
Liberia,LBR,2011,NA,-20000,59.86434146
Libya,LBY,2011,NA,-501692,71.68326829
Lithuania,LTU,2011,NA,-169529,73.56341463
Low & middle income,LMY,2011,NA,-16449428,68.8147716
Low income,LIC,2011,NA,-1165621,59.66711052
Lower middle income,LMC,2011,NA,-16002393,66.36354807
Luxembourg,LUX,2011,NA,48704,80.98780488
Macao SAR  China,MAC,2011,NA,35000,79.9062439
Macedonia  FYR,MKD,2011,NA,-4999,74.8745122
Madagascar,MDG,2011,NA,-5000,63.80741463
Malawi,MWI,2011,NA,-30000,58.50012195
Malaysia,MYS,2011,NA,450000,74.2867561
Maldives,MDV,2011,NA,-53,76.3375122
Mali,MLI,2011,NA,-302449,56.65468293
Malta,MLT,2011,NA,6252,80.74634146
Mauritania,MRT,2011,NA,-20000,62.2924878
Mauritius,MUS,2011,NA,0,73.26682927
Mexico,MEX,2011,NA,-523585,76.18565854
Micronesia  Fed. Sts.,FSM,2011,NA,-8192,68.731
Middle East & North Africa (all income levels),MEA,2011,NA,-213002,72.25748202
Middle East & North Africa (developing only),MNA,2011,NA,-3615666,71.67007618
Middle income,MIC,2011,NA,-15283807,69.85242318
Moldova,MDA,2011,NA,-9529,70.27109756
Mongolia,MNG,2011,NA,-15001,68.12253659
Montenegro,MNE,2011,NA,-2412,75.39131707
Morocco,MAR,2011,NA,-310624,72.98543902
Mozambique,MOZ,2011,NA,-25000,53.73829268
Myanmar,MMR,2011,NA,-474278,65.18090244
Namibia,NAM,2011,NA,-1371,63.27717073
Nepal,NPL,2011,NA,-372369,68.40663415
Netherlands,NLD,2011,NA,110006,81.20487805
New Caledonia,NCL,2011,NA,5660,76.72682927
New Zealand,NZL,2011,NA,7265,80.90487805
Nicaragua,NIC,2011,NA,-135000,73.90129268
Niger,NER,2011,NA,-28497,59.20456098
Nigeria,NGA,2011,NA,-300000,51.73780488
North America,NAC,2011,NA,6183750,78.91060158
Norway,NOR,2011,NA,235665,81.29512195
OECD members,OED,2011,NA,13211866,79.66154444
Oman,OMN,2011,NA,1211000,76.32763415
Other small states,OSS,2011,NA,-92512,61.34807408
Pacific island small states,PSS,2011,NA,-71075,69.33962584
Pakistan,PAK,2011,NA,-1081918,65.447
Panama,PAN,2011,NA,28105,77.05168293
Papua New Guinea,PNG,2011,NA,0,62.15263415
Paraguay,PRY,2011,NA,-86700,72.48719512
Peru,PER,2011,NA,-240000,73.84497561
Philippines,PHL,2011,NA,-700000,67.89065854
Poland,POL,2011,NA,-73809,76.69512195
Portugal,PRT,2011,NA,-140000,80.47073171
Puerto Rico,PRI,2011,NA,-103537,78.67317073
Qatar,QAT,2011,NA,363500,78.02780488
Romania,ROU,2011,NA,-437201,74.4097561
Russian Federation,RUS,2011,NA,1117884,69.65853659
Rwanda,RWA,2011,NA,-75001,62.15536585
Samoa,WSM,2011,NA,-12690,72.70126829
Sao Tome and Principe,STP,2011,NA,-5599,66.00378049
Saudi Arabia,SAU,2011,NA,850000,73.85485366
Senegal,SEN,2011,NA,-99996,64.69536585
Serbia,SRB,2011,NA,-99999,74.53658537
Seychelles,SYC,2011,NA,-1551,72.72439024
Sierra Leone,SLE,2011,NA,-21000,49.03473171
Singapore,SGP,2011,NA,397936,81.74390244
Slovak Republic,SVK,2011,NA,1199,75.95853659
Slovenia,SVN,2011,NA,4324,79.97073171
Small states,SST,2011,NA,-287709,64.5516685
Solomon Islands,SLB,2011,NA,-11868,67.29121951
Somalia,SOM,2011,NA,-400000,54.35695122
South Africa,ZAF,2011,NA,600000,55.29565854
South Asia,SAS,2011,NA,-6280804,67.07262033
South Sudan,SSD,2011,NA,865000,54.205
Spain,ESP,2011,NA,-593069,82.47560976
Sri Lanka,LKA,2011,NA,-484772,74.42456098
St. Lucia,LCA,2011,NA,40,74.63570732
St. Vincent and the Grenadines,VCT,2011,NA,-5000,72.5187561
Sub-Saharan Africa (all income levels),SSF,2011,NA,-1688994,56.96685623
Sub-Saharan Africa (developing only),SSA,2011,NA,-1707443,56.9657557
Sudan,SDN,2011,NA,-800000,62.45553659
Suriname,SUR,2011,NA,-5000,70.59939024
Swaziland,SWZ,2011,NA,-6000,48.66139024
Sweden,SWE,2011,NA,272626,81.80243902
Switzerland,CHE,2011,NA,382267,82.69512195
Syrian Arab Republic,SYR,2011,NA,-4029996,71.48614634
Tajikistan,TJK,2011,NA,-117382,68.89178049
Tanzania,TZA,2011,NA,-199999,62.63209756
Thailand,THA,2011,NA,100000,73.89239024
Timor-Leste,TLS,2011,NA,-50004,67.57673171
Togo,TGO,2011,NA,-9994,57.93078049
Tonga,TON,2011,NA,-8078,72.33473171
Trinidad and Tobago,TTO,2011,NA,-5000,69.98031707
Tunisia,TUN,2011,NA,-32941,74.34390244
Turkey,TUR,2011,NA,2000003,74.36734146
Turkmenistan,TKM,2011,NA,-25001,65.16560976
Uganda,UGA,2011,NA,-150000,56.4637561
Ukraine,UKR,2011,NA,195000,70.80926829
United Arab Emirates,ARE,2011,NA,405000,76.85119512
United Kingdom,GBR,2011,NA,900000,80.95121951
United States,USA,2011,NA,5007887,78.64146341
Upper middle income,UMC,2011,NA,718586,74.01658375
Uruguay,URY,2011,NA,-30000,76.54119512
Uzbekistan,UZB,2011,NA,-195001,67.98141463
Vanuatu,VUT,2011,NA,603,71.13456098
Venezuela  RB,VEN,2011,NA,-69121,73.79165854
Vietnam,VNM,2011,NA,-200002,75.15680488
