Economy,CCODE,DBYEAR,CAL_YEAR,Indicator,IndicatorDescription,value
Lao PDR,LAO,DB2009,2008,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2009,2008,PT,Paying Taxes,53.02
Lao PDR,LAO,DB2009,2008,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2009,2008,RP,Registering Property,64.39
Lao PDR,LAO,DB2009,2008,SB,Starting a Business,72.55
Lao PDR,LAO,DB2009,2008,TAB,Trading Across Borders,40.24
Lao PDR,LAO,DB2010,2009,DTF,DTF,47.29
Lao PDR,LAO,DB2010,2009,DWC,Dealing with Construction Permits,84.92
Lao PDR,LAO,DB2010,2009,EC,Enforcing Contracts,56.45
Lao PDR,LAO,DB2010,2009,GC,Getting Credit,18.75
Lao PDR,LAO,DB2010,2009,GE,Getting Electricity,53.05
Lao PDR,LAO,DB2010,2009,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2010,2009,PT,Paying Taxes,64.2
Lao PDR,LAO,DB2010,2009,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2010,2009,RP,Registering Property,64.43
Lao PDR,LAO,DB2010,2009,SB,Starting a Business,72.8
Lao PDR,LAO,DB2010,2009,TAB,Trading Across Borders,41.65
Lao PDR,LAO,DB2011,2010,DTF,DTF,49.21
Lao PDR,LAO,DB2011,2010,DWC,Dealing with Construction Permits,85.05
Lao PDR,LAO,DB2011,2010,EC,Enforcing Contracts,56.45
Lao PDR,LAO,DB2011,2010,GC,Getting Credit,18.75
Lao PDR,LAO,DB2011,2010,GE,Getting Electricity,55.16
Lao PDR,LAO,DB2011,2010,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2011,2010,PT,Paying Taxes,64.2
Lao PDR,LAO,DB2011,2010,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2011,2010,RP,Registering Property,81.04
Lao PDR,LAO,DB2011,2010,SB,Starting a Business,72.89
Lao PDR,LAO,DB2011,2010,TAB,Trading Across Borders,41.86
Lao PDR,LAO,DB2012,2011,DTF,DTF,49.93
Lao PDR,LAO,DB2012,2011,DWC,Dealing with Construction Permits,85.26
Lao PDR,LAO,DB2012,2011,EC,Enforcing Contracts,56.45
Lao PDR,LAO,DB2012,2011,GC,Getting Credit,18.75
Lao PDR,LAO,DB2012,2011,GE,Getting Electricity,56.63
Lao PDR,LAO,DB2012,2011,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2012,2011,PT,Paying Taxes,64.2
Lao PDR,LAO,DB2012,2011,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2012,2011,RP,Registering Property,81.06
Lao PDR,LAO,DB2012,2011,SB,Starting a Business,74.59
Lao PDR,LAO,DB2012,2011,TAB,Trading Across Borders,45.75
Lao PDR,LAO,DB2013,2012,DTF,DTF,50.3
Lao PDR,LAO,DB2013,2012,DWC,Dealing with Construction Permits,85.35
Lao PDR,LAO,DB2013,2012,EC,Enforcing Contracts,56.45
Lao PDR,LAO,DB2013,2012,GC,Getting Credit,18.75
Lao PDR,LAO,DB2013,2012,GE,Getting Electricity,57.67
Lao PDR,LAO,DB2013,2012,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2013,2012,PT,Paying Taxes,64.2
Lao PDR,LAO,DB2013,2012,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2013,2012,RP,Registering Property,81.03
Lao PDR,LAO,DB2013,2012,SB,Starting a Business,73.61
Lao PDR,LAO,DB2013,2012,TAB,Trading Across Borders,49.25
Lao PDR,LAO,DB2014,2013,DTF,DTF,52.16
Lao PDR,LAO,DB2014,2013,DWC,Dealing with Construction Permits,85.42
Lao PDR,LAO,DB2014,2013,EC,Enforcing Contracts,56.45
Lao PDR,LAO,DB2014,2013,GC,Getting Credit,31.25
Lao PDR,LAO,DB2014,2013,GE,Getting Electricity,58.57
Lao PDR,LAO,DB2014,2013,PMI,Protecting Minority Investors,16.67
Lao PDR,LAO,DB2014,2013,PT,Paying Taxes,66.54
Lao PDR,LAO,DB2014,2013,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2014,2013,RP,Registering Property,81.04
Lao PDR,LAO,DB2014,2013,SB,Starting a Business,73.66
Lao PDR,LAO,DB2014,2013,TAB,Trading Across Borders,52.04
Lao PDR,LAO,DB2015,2014,DTF,DTF,51.22
Lao PDR,LAO,DB2015,2014,DWC,Dealing with Construction Permits,75.02
Lao PDR,LAO,DB2015,2014,EC,Enforcing Contracts,58.07
Lao PDR,LAO,DB2015,2014,GC,Getting Credit,30
Lao PDR,LAO,DB2015,2014,GE,Getting Electricity,44.75
Lao PDR,LAO,DB2015,2014,PMI,Protecting Minority Investors,31.67
Lao PDR,LAO,DB2015,2014,PT,Paying Taxes,66.1
Lao PDR,LAO,DB2015,2014,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2015,2014,RP,Registering Property,68.69
Lao PDR,LAO,DB2015,2014,SB,Starting a Business,73.77
Lao PDR,LAO,DB2015,2014,TAB,Trading Across Borders,64.09
Lao PDR,LAO,DB2016,2015,DTF,DTF,53.77
Lao PDR,LAO,DB2016,2015,DWC,Dealing with Construction Permits,75.06
Lao PDR,LAO,DB2016,2015,EC,Enforcing Contracts,58.07
Lao PDR,LAO,DB2016,2015,GC,Getting Credit,55
Lao PDR,LAO,DB2016,2015,GE,Getting Electricity,45.19
Lao PDR,LAO,DB2016,2015,PMI,Protecting Minority Investors,31.67
Lao PDR,LAO,DB2016,2015,PT,Paying Taxes,66.1
Lao PDR,LAO,DB2016,2015,RI,Resolving Insolvency,0
Lao PDR,LAO,DB2016,2015,RP,Registering Property,68.7
Lao PDR,LAO,DB2016,2015,SB,Starting a Business,73.81
Lao PDR,LAO,DB2016,2015,TAB,Trading Across Borders,64.09
Latvia,LVA,DB2004,2003,DTF,DTF,68.2
Latvia,LVA,DB2004,2003,DWC,Dealing with Construction Permits,..
Latvia,LVA,DB2004,2003,EC,Enforcing Contracts,79.97
Latvia,LVA,DB2004,2003,GC,Getting Credit,..
Latvia,LVA,DB2004,2003,GE,Getting Electricity,..
Latvia,LVA,DB2004,2003,PMI,Protecting Minority Investors,..
Latvia,LVA,DB2004,2003,PT,Paying Taxes,..
Latvia,LVA,DB2004,2003,RI,Resolving Insolvency,38.48
Latvia,LVA,DB2004,2003,RP,Registering Property,..
Latvia,LVA,DB2004,2003,SB,Starting a Business,86.15
Latvia,LVA,DB2004,2003,TAB,Trading Across Borders,..
Latvia,LVA,DB2005,2004,DTF,DTF,65.88
Latvia,LVA,DB2005,2004,DWC,Dealing with Construction Permits,..
Latvia,LVA,DB2005,2004,EC,Enforcing Contracts,79.97
Latvia,LVA,DB2005,2004,GC,Getting Credit,62.5
Latvia,LVA,DB2005,2004,GE,Getting Electricity,..
Latvia,LVA,DB2005,2004,PMI,Protecting Minority Investors,..
Latvia,LVA,DB2005,2004,PT,Paying Taxes,..
Latvia,LVA,DB2005,2004,RI,Resolving Insolvency,38.63
Latvia,LVA,DB2005,2004,RP,Registering Property,61.83
Latvia,LVA,DB2005,2004,SB,Starting a Business,86.48
Latvia,LVA,DB2005,2004,TAB,Trading Across Borders,..
Latvia,LVA,DB2006,2005,DTF,DTF,67.05
Latvia,LVA,DB2006,2005,DWC,Dealing with Construction Permits,66.64
Latvia,LVA,DB2006,2005,EC,Enforcing Contracts,83.44
Latvia,LVA,DB2006,2005,GC,Getting Credit,62.5
Latvia,LVA,DB2006,2005,GE,Getting Electricity,..
Latvia,LVA,DB2006,2005,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2006,2005,PT,Paying Taxes,68.89
Latvia,LVA,DB2006,2005,RI,Resolving Insolvency,36.44
Latvia,LVA,DB2006,2005,RP,Registering Property,61.85
Latvia,LVA,DB2006,2005,SB,Starting a Business,87.71
Latvia,LVA,DB2006,2005,TAB,Trading Across Borders,79.35
Latvia,LVA,DB2007,2006,DTF,DTF,69.34
Latvia,LVA,DB2007,2006,DWC,Dealing with Construction Permits,66.89
Latvia,LVA,DB2007,2006,EC,Enforcing Contracts,83.44
Latvia,LVA,DB2007,2006,GC,Getting Credit,62.5
Latvia,LVA,DB2007,2006,GE,Getting Electricity,..
Latvia,LVA,DB2007,2006,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2007,2006,PT,Paying Taxes,81.12
Latvia,LVA,DB2007,2006,RI,Resolving Insolvency,37.48
Latvia,LVA,DB2007,2006,RP,Registering Property,67.62
Latvia,LVA,DB2007,2006,SB,Starting a Business,88.15
Latvia,LVA,DB2007,2006,TAB,Trading Across Borders,80.21
Latvia,LVA,DB2008,2007,DTF,DTF,69.74
Latvia,LVA,DB2008,2007,DWC,Dealing with Construction Permits,67.18
Latvia,LVA,DB2008,2007,EC,Enforcing Contracts,83.44
Latvia,LVA,DB2008,2007,GC,Getting Credit,62.5
Latvia,LVA,DB2008,2007,GE,Getting Electricity,..
Latvia,LVA,DB2008,2007,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2008,2007,PT,Paying Taxes,83.23
Latvia,LVA,DB2008,2007,RI,Resolving Insolvency,37.24
Latvia,LVA,DB2008,2007,RP,Registering Property,67.59
Latvia,LVA,DB2008,2007,SB,Starting a Business,88.47
Latvia,LVA,DB2008,2007,TAB,Trading Across Borders,81.38
Latvia,LVA,DB2009,2008,DTF,DTF,69.57
Latvia,LVA,DB2009,2008,DWC,Dealing with Construction Permits,67.4
Latvia,LVA,DB2009,2008,EC,Enforcing Contracts,83.44
Latvia,LVA,DB2009,2008,GC,Getting Credit,62.5
Latvia,LVA,DB2009,2008,GE,Getting Electricity,..
Latvia,LVA,DB2009,2008,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2009,2008,PT,Paying Taxes,83.04
Latvia,LVA,DB2009,2008,RI,Resolving Insolvency,31.23
Latvia,LVA,DB2009,2008,RP,Registering Property,71.1
Latvia,LVA,DB2009,2008,SB,Starting a Business,89
Latvia,LVA,DB2009,2008,TAB,Trading Across Borders,81.76
Latvia,LVA,DB2010,2009,DTF,DTF,73.19
Latvia,LVA,DB2010,2009,DWC,Dealing with Construction Permits,68.93
Latvia,LVA,DB2010,2009,EC,Enforcing Contracts,79.96
Latvia,LVA,DB2010,2009,GC,Getting Credit,93.75
Latvia,LVA,DB2010,2009,GE,Getting Electricity,72.51
Latvia,LVA,DB2010,2009,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2010,2009,PT,Paying Taxes,82.61
Latvia,LVA,DB2010,2009,RI,Resolving Insolvency,31.23
Latvia,LVA,DB2010,2009,RP,Registering Property,74.69
Latvia,LVA,DB2010,2009,SB,Starting a Business,89.2
Latvia,LVA,DB2010,2009,TAB,Trading Across Borders,82.37
Latvia,LVA,DB2011,2010,DTF,DTF,73.71
Latvia,LVA,DB2011,2010,DWC,Dealing with Construction Permits,70.2
Latvia,LVA,DB2011,2010,EC,Enforcing Contracts,79.96
Latvia,LVA,DB2011,2010,GC,Getting Credit,93.75
Latvia,LVA,DB2011,2010,GE,Getting Electricity,72.34
Latvia,LVA,DB2011,2010,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2011,2010,PT,Paying Taxes,81.9
Latvia,LVA,DB2011,2010,RI,Resolving Insolvency,34.3
Latvia,LVA,DB2011,2010,RP,Registering Property,75.16
Latvia,LVA,DB2011,2010,SB,Starting a Business,89.16
Latvia,LVA,DB2011,2010,TAB,Trading Across Borders,83.62
Latvia,LVA,DB2012,2011,DTF,DTF,76.76
Latvia,LVA,DB2012,2011,DWC,Dealing with Construction Permits,70.14
Latvia,LVA,DB2012,2011,EC,Enforcing Contracts,78.32
Latvia,LVA,DB2012,2011,GC,Getting Credit,93.75
Latvia,LVA,DB2012,2011,GE,Getting Electricity,79.59
Latvia,LVA,DB2012,2011,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2012,2011,PT,Paying Taxes,82.32
Latvia,LVA,DB2012,2011,RI,Resolving Insolvency,49.95
Latvia,LVA,DB2012,2011,RP,Registering Property,81.75
Latvia,LVA,DB2012,2011,SB,Starting a Business,91.5
Latvia,LVA,DB2012,2011,TAB,Trading Across Borders,83.57
Latvia,LVA,DB2013,2012,DTF,DTF,76.9
Latvia,LVA,DB2013,2012,DWC,Dealing with Construction Permits,70.21
Latvia,LVA,DB2013,2012,EC,Enforcing Contracts,75.59
Latvia,LVA,DB2013,2012,GC,Getting Credit,93.75
Latvia,LVA,DB2013,2012,GE,Getting Electricity,79.94
Latvia,LVA,DB2013,2012,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2013,2012,PT,Paying Taxes,84.23
Latvia,LVA,DB2013,2012,RI,Resolving Insolvency,51.5
Latvia,LVA,DB2013,2012,RP,Registering Property,81.76
Latvia,LVA,DB2013,2012,SB,Starting a Business,91.53
Latvia,LVA,DB2013,2012,TAB,Trading Across Borders,83.86
Latvia,LVA,DB2014,2013,DTF,DTF,78.07
Latvia,LVA,DB2014,2013,DWC,Dealing with Construction Permits,78.35
Latvia,LVA,DB2014,2013,EC,Enforcing Contracts,75.59
Latvia,LVA,DB2014,2013,GC,Getting Credit,93.75
Latvia,LVA,DB2014,2013,GE,Getting Electricity,80.2
Latvia,LVA,DB2014,2013,PMI,Protecting Minority Investors,56.67
Latvia,LVA,DB2014,2013,PT,Paying Taxes,84.58
Latvia,LVA,DB2014,2013,RI,Resolving Insolvency,52.14
Latvia,LVA,DB2014,2013,RP,Registering Property,81.77
Latvia,LVA,DB2014,2013,SB,Starting a Business,92.33
Latvia,LVA,DB2014,2013,TAB,Trading Across Borders,85.29
Latvia,LVA,DB2015,2014,DTF,DTF,77.51
Latvia,LVA,DB2015,2014,DWC,Dealing with Construction Permits,78.78
Latvia,LVA,DB2015,2014,EC,Enforcing Contracts,68.88
Latvia,LVA,DB2015,2014,GC,Getting Credit,75
Latvia,LVA,DB2015,2014,GE,Getting Electricity,75.83
Latvia,LVA,DB2015,2014,PMI,Protecting Minority Investors,60
Latvia,LVA,DB2015,2014,PT,Paying Taxes,86.17
Latvia,LVA,DB2015,2014,RI,Resolving Insolvency,63.42
Latvia,LVA,DB2015,2014,RP,Registering Property,79.66
Latvia,LVA,DB2015,2014,SB,Starting a Business,92.12
Latvia,LVA,DB2015,2014,TAB,Trading Across Borders,95.26
Latvia,LVA,DB2016,2015,DTF,DTF,78.06
Latvia,LVA,DB2016,2015,DWC,Dealing with Construction Permits,77.64
Latvia,LVA,DB2016,2015,EC,Enforcing Contracts,71.66
Latvia,LVA,DB2016,2015,GC,Getting Credit,75
Latvia,LVA,DB2016,2015,GE,Getting Electricity,75.87
Latvia,LVA,DB2016,2015,PMI,Protecting Minority Investors,60
Latvia,LVA,DB2016,2015,PT,Paying Taxes,85.76
Latvia,LVA,DB2016,2015,RI,Resolving Insolvency,63.39
Latvia,LVA,DB2016,2015,RP,Registering Property,81.87
Latvia,LVA,DB2016,2015,SB,Starting a Business,94.15
Latvia,LVA,DB2016,2015,TAB,Trading Across Borders,95.26
Lebanon,LBN,DB2004,2003,DTF,DTF,46.69
Lebanon,LBN,DB2004,2003,DWC,Dealing with Construction Permits,..
Lebanon,LBN,DB2004,2003,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2004,2003,GC,Getting Credit,..
Lebanon,LBN,DB2004,2003,GE,Getting Electricity,..
Lebanon,LBN,DB2004,2003,PMI,Protecting Minority Investors,..
Lebanon,LBN,DB2004,2003,PT,Paying Taxes,..
Lebanon,LBN,DB2004,2003,RI,Resolving Insolvency,28.02
Lebanon,LBN,DB2004,2003,RP,Registering Property,..
Lebanon,LBN,DB2004,2003,SB,Starting a Business,56.66
Lebanon,LBN,DB2004,2003,TAB,Trading Across Borders,..
Lebanon,LBN,DB2005,2004,DTF,DTF,44.78
Lebanon,LBN,DB2005,2004,DWC,Dealing with Construction Permits,..
Lebanon,LBN,DB2005,2004,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2005,2004,GC,Getting Credit,18.75
Lebanon,LBN,DB2005,2004,GE,Getting Electricity,..
Lebanon,LBN,DB2005,2004,PMI,Protecting Minority Investors,..
Lebanon,LBN,DB2005,2004,PT,Paying Taxes,..
Lebanon,LBN,DB2005,2004,RI,Resolving Insolvency,29.5
Lebanon,LBN,DB2005,2004,RP,Registering Property,63.53
Lebanon,LBN,DB2005,2004,SB,Starting a Business,56.71
Lebanon,LBN,DB2005,2004,TAB,Trading Across Borders,..
Lebanon,LBN,DB2006,2005,DTF,DTF,53.22
Lebanon,LBN,DB2006,2005,DWC,Dealing with Construction Permits,56.58
Lebanon,LBN,DB2006,2005,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2006,2005,GC,Getting Credit,18.75
Lebanon,LBN,DB2006,2005,GE,Getting Electricity,..
Lebanon,LBN,DB2006,2005,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2006,2005,PT,Paying Taxes,79.44
Lebanon,LBN,DB2006,2005,RI,Resolving Insolvency,31.65
Lebanon,LBN,DB2006,2005,RP,Registering Property,63.64
Lebanon,LBN,DB2006,2005,SB,Starting a Business,60.16
Lebanon,LBN,DB2006,2005,TAB,Trading Across Borders,63.33
Lebanon,LBN,DB2007,2006,DTF,DTF,53.67
Lebanon,LBN,DB2007,2006,DWC,Dealing with Construction Permits,57.1
Lebanon,LBN,DB2007,2006,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2007,2006,GC,Getting Credit,18.75
Lebanon,LBN,DB2007,2006,GE,Getting Electricity,..
Lebanon,LBN,DB2007,2006,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2007,2006,PT,Paying Taxes,79.44
Lebanon,LBN,DB2007,2006,RI,Resolving Insolvency,32.23
Lebanon,LBN,DB2007,2006,RP,Registering Property,63.73
Lebanon,LBN,DB2007,2006,SB,Starting a Business,63.1
Lebanon,LBN,DB2007,2006,TAB,Trading Across Borders,63.28
Lebanon,LBN,DB2008,2007,DTF,DTF,54.17
Lebanon,LBN,DB2008,2007,DWC,Dealing with Construction Permits,56.91
Lebanon,LBN,DB2008,2007,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2008,2007,GC,Getting Credit,18.75
Lebanon,LBN,DB2008,2007,GE,Getting Electricity,..
Lebanon,LBN,DB2008,2007,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2008,2007,PT,Paying Taxes,79.44
Lebanon,LBN,DB2008,2007,RI,Resolving Insolvency,32.35
Lebanon,LBN,DB2008,2007,RP,Registering Property,63.7
Lebanon,LBN,DB2008,2007,SB,Starting a Business,62.44
Lebanon,LBN,DB2008,2007,TAB,Trading Across Borders,68.5
Lebanon,LBN,DB2009,2008,DTF,DTF,59.16
Lebanon,LBN,DB2009,2008,DWC,Dealing with Construction Permits,57.06
Lebanon,LBN,DB2009,2008,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2009,2008,GC,Getting Credit,50
Lebanon,LBN,DB2009,2008,GE,Getting Electricity,..
Lebanon,LBN,DB2009,2008,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2009,2008,PT,Paying Taxes,81.73
Lebanon,LBN,DB2009,2008,RI,Resolving Insolvency,32.23
Lebanon,LBN,DB2009,2008,RP,Registering Property,63.73
Lebanon,LBN,DB2009,2008,SB,Starting a Business,73.76
Lebanon,LBN,DB2009,2008,TAB,Trading Across Borders,68.52
Lebanon,LBN,DB2010,2009,DTF,DTF,61.61
Lebanon,LBN,DB2010,2009,DWC,Dealing with Construction Permits,57
Lebanon,LBN,DB2010,2009,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2010,2009,GC,Getting Credit,50
Lebanon,LBN,DB2010,2009,GE,Getting Electricity,79.94
Lebanon,LBN,DB2010,2009,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2010,2009,PT,Paying Taxes,81.73
Lebanon,LBN,DB2010,2009,RI,Resolving Insolvency,32.23
Lebanon,LBN,DB2010,2009,RP,Registering Property,63.77
Lebanon,LBN,DB2010,2009,SB,Starting a Business,76.04
Lebanon,LBN,DB2010,2009,TAB,Trading Across Borders,69.95
Lebanon,LBN,DB2011,2010,DTF,DTF,61.93
Lebanon,LBN,DB2011,2010,DWC,Dealing with Construction Permits,57.54
Lebanon,LBN,DB2011,2010,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2011,2010,GC,Getting Credit,50
Lebanon,LBN,DB2011,2010,GE,Getting Electricity,80.1
Lebanon,LBN,DB2011,2010,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2011,2010,PT,Paying Taxes,81.73
Lebanon,LBN,DB2011,2010,RI,Resolving Insolvency,33.15
Lebanon,LBN,DB2011,2010,RP,Registering Property,63.77
Lebanon,LBN,DB2011,2010,SB,Starting a Business,77.14
Lebanon,LBN,DB2011,2010,TAB,Trading Across Borders,70.44
Lebanon,LBN,DB2012,2011,DTF,DTF,62.33
Lebanon,LBN,DB2012,2011,DWC,Dealing with Construction Permits,57.58
Lebanon,LBN,DB2012,2011,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2012,2011,GC,Getting Credit,50
Lebanon,LBN,DB2012,2011,GE,Getting Electricity,80.22
Lebanon,LBN,DB2012,2011,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2012,2011,PT,Paying Taxes,81.73
Lebanon,LBN,DB2012,2011,RI,Resolving Insolvency,34.17
Lebanon,LBN,DB2012,2011,RP,Registering Property,63.82
Lebanon,LBN,DB2012,2011,SB,Starting a Business,78.42
Lebanon,LBN,DB2012,2011,TAB,Trading Across Borders,71.95
Lebanon,LBN,DB2013,2012,DTF,DTF,62.76
Lebanon,LBN,DB2013,2012,DWC,Dealing with Construction Permits,57.57
Lebanon,LBN,DB2013,2012,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2013,2012,GC,Getting Credit,50
Lebanon,LBN,DB2013,2012,GE,Getting Electricity,80.22
Lebanon,LBN,DB2013,2012,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2013,2012,PT,Paying Taxes,81.73
Lebanon,LBN,DB2013,2012,RI,Resolving Insolvency,34.63
Lebanon,LBN,DB2013,2012,RP,Registering Property,63.82
Lebanon,LBN,DB2013,2012,SB,Starting a Business,82.39
Lebanon,LBN,DB2013,2012,TAB,Trading Across Borders,71.87
Lebanon,LBN,DB2014,2013,DTF,DTF,62.51
Lebanon,LBN,DB2014,2013,DWC,Dealing with Construction Permits,54.16
Lebanon,LBN,DB2014,2013,EC,Enforcing Contracts,55.4
Lebanon,LBN,DB2014,2013,GC,Getting Credit,50
Lebanon,LBN,DB2014,2013,GE,Getting Electricity,80.22
Lebanon,LBN,DB2014,2013,PMI,Protecting Minority Investors,50
Lebanon,LBN,DB2014,2013,PT,Paying Taxes,82
Lebanon,LBN,DB2014,2013,RI,Resolving Insolvency,34.9
Lebanon,LBN,DB2014,2013,RP,Registering Property,63.67
Lebanon,LBN,DB2014,2013,SB,Starting a Business,82.48
Lebanon,LBN,DB2014,2013,TAB,Trading Across Borders,72.3
Lebanon,LBN,DB2015,2014,DTF,DTF,56.5
Lebanon,LBN,DB2015,2014,DWC,Dealing with Construction Permits,62.45
Lebanon,LBN,DB2015,2014,EC,Enforcing Contracts,49.85
Lebanon,LBN,DB2015,2014,GC,Getting Credit,40
Lebanon,LBN,DB2015,2014,GE,Getting Electricity,60.18
Lebanon,LBN,DB2015,2014,PMI,Protecting Minority Investors,43.33
Lebanon,LBN,DB2015,2014,PT,Paying Taxes,81.69
Lebanon,LBN,DB2015,2014,RI,Resolving Insolvency,33.03
Lebanon,LBN,DB2015,2014,RP,Registering Property,61.1
Lebanon,LBN,DB2015,2014,SB,Starting a Business,82.77
Lebanon,LBN,DB2015,2014,TAB,Trading Across Borders,50.61
Lebanon,LBN,DB2016,2015,DTF,DTF,56.39
Lebanon,LBN,DB2016,2015,DWC,Dealing with Construction Permits,62.44
Lebanon,LBN,DB2016,2015,EC,Enforcing Contracts,49.85
Lebanon,LBN,DB2016,2015,GC,Getting Credit,40
Lebanon,LBN,DB2016,2015,GE,Getting Electricity,60.18
Lebanon,LBN,DB2016,2015,PMI,Protecting Minority Investors,43.33
Lebanon,LBN,DB2016,2015,PT,Paying Taxes,81.69
Lebanon,LBN,DB2016,2015,RI,Resolving Insolvency,33.07
Lebanon,LBN,DB2016,2015,RP,Registering Property,60.02
Lebanon,LBN,DB2016,2015,SB,Starting a Business,82.68
Lebanon,LBN,DB2016,2015,TAB,Trading Across Borders,50.61
Lesotho,LSO,DB2004,2003,DTF,DTF,42.36
Lesotho,LSO,DB2004,2003,DWC,Dealing with Construction Permits,..
Lesotho,LSO,DB2004,2003,EC,Enforcing Contracts,46.84
Lesotho,LSO,DB2004,2003,GC,Getting Credit,..
Lesotho,LSO,DB2004,2003,GE,Getting Electricity,..
Lesotho,LSO,DB2004,2003,PMI,Protecting Minority Investors,..
Lesotho,LSO,DB2004,2003,PT,Paying Taxes,..
Lesotho,LSO,DB2004,2003,RI,Resolving Insolvency,26.22
Lesotho,LSO,DB2004,2003,RP,Registering Property,..
Lesotho,LSO,DB2004,2003,SB,Starting a Business,54.01
Lesotho,LSO,DB2004,2003,TAB,Trading Across Borders,..
Lesotho,LSO,DB2005,2004,DTF,DTF,43.49
Lesotho,LSO,DB2005,2004,DWC,Dealing with Construction Permits,..
Lesotho,LSO,DB2005,2004,EC,Enforcing Contracts,46.84
Lesotho,LSO,DB2005,2004,GC,Getting Credit,37.5
Lesotho,LSO,DB2005,2004,GE,Getting Electricity,..
Lesotho,LSO,DB2005,2004,PMI,Protecting Minority Investors,..
Lesotho,LSO,DB2005,2004,PT,Paying Taxes,..
Lesotho,LSO,DB2005,2004,RI,Resolving Insolvency,27.2
Lesotho,LSO,DB2005,2004,RP,Registering Property,51.24
Lesotho,LSO,DB2005,2004,SB,Starting a Business,54.66
Lesotho,LSO,DB2005,2004,TAB,Trading Across Borders,..
Lesotho,LSO,DB2006,2005,DTF,DTF,44.83
Lesotho,LSO,DB2006,2005,DWC,Dealing with Construction Permits,36.51
Lesotho,LSO,DB2006,2005,EC,Enforcing Contracts,46.84
Lesotho,LSO,DB2006,2005,GC,Getting Credit,37.5
Lesotho,LSO,DB2006,2005,GE,Getting Electricity,..
Lesotho,LSO,DB2006,2005,PMI,Protecting Minority Investors,36.67
Lesotho,LSO,DB2006,2005,PT,Paying Taxes,63.47
Lesotho,LSO,DB2006,2005,RI,Resolving Insolvency,29.53
Lesotho,LSO,DB2006,2005,RP,Registering Property,51.49
Lesotho,LSO,DB2006,2005,SB,Starting a Business,56.98
Lesotho,LSO,DB2006,2005,TAB,Trading Across Borders,44.48
Lesotho,LSO,DB2007,2006,DTF,DTF,46.04
Lesotho,LSO,DB2007,2006,DWC,Dealing with Construction Permits,37.48
Lesotho,LSO,DB2007,2006,EC,Enforcing Contracts,46.84
Lesotho,LSO,DB2007,2006,GC,Getting Credit,37.5
Lesotho,LSO,DB2007,2006,GE,Getting Electricity,..
Lesotho,LSO,DB2007,2006,PMI,Protecting Minority Investors,36.67
Lesotho,LSO,DB2007,2006,PT,Paying Taxes,63.47
Lesotho,LSO,DB2007,2006,RI,Resolving Insolvency,30.13
Lesotho,LSO,DB2007,2006,RP,Registering Property,51.46
Lesotho,LSO,DB2007,2006,SB,Starting a Business,65.51
Lesotho,LSO,DB2007,2006,TAB,Trading Across Borders,45.31
Lesotho,LSO,DB2008,2007,DTF,DTF,47.54
Lesotho,LSO,DB2008,2007,DWC,Dealing with Construction Permits,39.32
Lesotho,LSO,DB2008,2007,EC,Enforcing Contracts,46.84
Lesotho,LSO,DB2008,2007,GC,Getting Credit,37.5
Lesotho,LSO,DB2008,2007,GE,Getting Electricity,..
Lesotho,LSO,DB2008,2007,PMI,Protecting Minority Investors,36.67
Lesotho,LSO,DB2008,2007,PT,Paying Taxes,74.9
